persona,story,id,cq,issues
Sophia,3_Reorchestration,CQ1,What are the instruments that play the musical piece?,pass
Sophia,3_Reorchestration,CQ2,In which group does the instrument belong to?,pass
Sophia,3_Reorchestration,CQ3,In which family does the instrument belong to?,pass
Sophia,3_Reorchestration,CQ4,Which is the timbre of the instrument?,pass
Sophia,3_Reorchestration,CQ5,Which is the range of pitches available on the instrument?,pass
Sophia,3_Reorchestration,CQ6,Which is the dynamic range of the instrument?,pass
Sophia,3_Reorchestration,CQ7,Which is the notation convention of the instrument?,pass
Sophia,3_Reorchestration,CQ8,With which genre is the instrument related to? (To be considered),pass
Sophia,3_Reorchestration,CQ9,In what genre of music the instrument was used?,pass
Sophia,3_Reorchestration,CQ10,In what combinations of instruments the instrument was used?,pass
Sophia,3_Reorchestration,CQ11,What are the differences between ancient and modern version of the same instrument?,pass
Sonia,2_ShuffleMode,CQ1,"What is the connection between two musical pieces?
-",pass
Sonia,2_ShuffleMode,CQ2,"Is a musical piece connected to another musical piece by historical event?
-",pass
Sonia,2_ShuffleMode,CQ3,"Which feature is selected to create the shuffle?
-",pass
Sonia,2_ShuffleMode,CQ4,"What are the types of features that are used to create shuffles?
-",pass
Sonia,2_ShuffleMode,CQ5,"Which is the immediate previous/next musical piece?
-",pass
Sonia,2_ShuffleMode,CQ6,Is a musical piece connected to another musical piece by common people?,pass
Sonia,1_ExplorationMode,CQ1,"What is the musical piece that the persona selects?
-",pass
Sonia,1_ExplorationMode,CQ2,"With which image/textual information/multimedia/musical piece is the selected musical piece connected to inside/outside the playlist?
-",['hard']
Sonia,1_ExplorationMode,CQ3,"Which is the melodic pattern of the musical piece?
-",pass
Sonia,1_ExplorationMode,CQ4,"In which other musical pieces does the melodic pattern appear?
-",pass
Sonia,1_ExplorationMode,CQ5,"Who is/are the composer(s)/musician(s) of the musical piece?
-",pass
Sonia,1_ExplorationMode,CQ6,"What information is available for the composer(s)/musician(s)?
-",pass
Sonia,1_ExplorationMode,CQ7,"When/Where was the musical piece recorded?
-",pass
Sonia,1_ExplorationMode,CQ8,"Has another musical piece ""the user likes"" been recorded in the same venue?
-",pass
Sonia,1_ExplorationMode,CQ9,"Are there excerpts of the lyrics available for a musical piece? If yes, which are they?
-",['to-split']
Sonia,1_ExplorationMode,CQ10,"Is the excerpt of the lyric featured in other musical pieces?
-",pass
Sonia,1_ExplorationMode,CQ11,"Which is the source of the excerpt of the lyrics?
-",pass
Sonia,1_ExplorationMode,CQ12,"Is there a person mentioned in the excerpt of the lyrics? If yes, what background information is available for him/her?",['to-split']
Keoma,1_RestorationAndSoundPractices,CQ1,"Where is the building?
    - Where is the church/bell tower?

-","['to-split', 'complex']"
Keoma,1_RestorationAndSoundPractices,CQ2,"When (what year) was the building built?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ3,"In which context is the building located (urban, periurban...)? 
-",pass
Keoma,1_RestorationAndSoundPractices,CQ4,"Are there bells in the church? How many bells are in the church?
-",['to-split']
Keoma,1_RestorationAndSoundPractices,CQ5,"Which is the mounting system of the bell?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ6,"Which is the material of the bell?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ7,"By whom (by which foundry) were they melted?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ8,"In which year were they melted?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ9,"Which is the nominal/fundamental note of the bell?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ10,"Which is the extension of the whole set of bells in a bell tower?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ11,"Which is the weight of the bell?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ12,"Which are the measures of the bell?
    - mouth diameter; sound bow...
-",['complex']
Keoma,1_RestorationAndSoundPractices,CQ13,"What kind of execution techniques are possible to perform according to a specific mounting system?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ14,"Can a set of bells be played electrically, manually, or both?
-",pass
Keoma,1_RestorationAndSoundPractices,CQ15,"How/Using which tools/Using which execution technique(s) is the set of bells played, when played manually?
- TO BE COMPLETED

**old**","['complex', 'hard']"
Keoma,1_RestorationAndSoundPractices,CQ2,What kind of repertoire is traditionally performed in that specific location?,pass
Keoma,1_RestorationAndSoundPractices,CQ3,What is the dating that accompanies this repertoire?,pass
Keoma,1_RestorationAndSoundPractices,CQ4,Is it a repertoire performed in the contemporary world?,pass
Keoma,1_RestorationAndSoundPractices,CQ5,Is it a repertoire in that place currently performed by hand or by electric means?,pass
Keoma,1_RestorationAndSoundPractices,CQ6,How many people are generally employed for the performance of these sound practices?,pass
Keoma,1_RestorationAndSoundPractices,CQ7,"Are there significant variations in the frequencies between the manually produced sound and the electric sound, such as to have repercussions on the soundscape?",['hard']
Keoma,1_RestorationAndSoundPractices,CQ8,Are there historical evidences of the presence of that sound in the surrounding area?,pass
Frank,1_OrganKnowledge,CQ1,"Search organs with the possibility to combine searches, based on various features. (In this scenario: city, building, organ builder, disposition)","['incomplete', 'hard']"
Frank,1_OrganKnowledge,CQ2,Which organ builders worked on whose (original organ builder’s) organs?,pass
Frank,1_OrganKnowledge,CQ3,Who built and/or renovated XX organ?,pass
Frank,1_OrganKnowledge,CQ4,What was the disposition of the organ at a specific point in time?,pass
Frank,1_OrganKnowledge,CQ5,Which organs have a similar disposition?,pass
Frank,1_OrganKnowledge,CQ6,What does the organ look like?,pass
Frank,1_OrganKnowledge,CQ7,What are the arthistorical features of the front of the organ? In which style is the organ built?,['to-split']
Frank,1_OrganKnowledge,CQ8,What are the decorative elements?,pass
Frank,1_OrganKnowledge,CQ9,Which organs are built in a similar style?,pass
Sethus,2_CreateRelevantCorpus,CQ1,"Search operations should be expressed on either raw-level features (eg melodic lines) or higher-level features (eg modes, cadences, triad patterns, etc.). The systm should retrieve efficiently all sources that match the search pattern, and identifiy pattern occurrences","['incomplete', 'hard']"
Sethus,2_CreateRelevantCorpus,CQ2,A subset can be hierarchically refined based on criteria independant from on another and independant from the initial search pattern. The user can navigate in this hierarchy and refine the search.,"['incomplete', 'hard']"
Sethus,2_CreateRelevantCorpus,CQ3,"At each step, the result set takes the form of a subcorpus organized according to rich relationships, and enriched with user annotations","['incomplete', 'hard']"
Sethus,2_CreateRelevantCorpus,CQ4,"A result set can be stored (in intention, not in extension) as a Relevant Corpus, and its definition can be revised at any moment","['incomplete', 'hard']"
Sethus,2_CreateRelevantCorpus,CQ5,navigating through a Relevant Corpus is based on anotation and search patterns,['incomplete']
Sethus,1_ConflictingTheoreticalInterpretations,CQ1,"To which modes Vide homo has been assigned to in Tonalities? Leonhard, Bernhard, Harold, Siegfried, Frans and Alexander relate the motet to the tonus peregrinus. Robert, however, considers the work to be written in the mixolydian mode.",['hard']
Sethus,1_ConflictingTheoreticalInterpretations,CQ2,"Are the criteria on which these interpretations are based true in the score and, if so, to what extent? 
   - What are the cadence points in the work? 
   - What are the part’s ranges?  Do they correspond to modal octaves? 
   - What is the final of the bassus? 
   - What is the last chord? 
   - Are there any melodic patterns related to modality? 
   - To what diatonic environment does the work belong to? 
   - What are the part’s clefs and keys? 
   - Are the theoretical models on which these criteria are based – for example the Zarlinian cadential scheme ^1-^3-^5 – in line with this work? 
   - What is the tension between the expected theoretical criteria and their actual realisation in the work?","['to-split', 'complex', 'hard']"
Sethus,1_ConflictingTheoreticalInterpretations,CQ3,"Can one assume that the modal ambiguity evidenced by the analytical interpretations is intended? Harold sees, for example, the use of modes in Lagrime as a religious symbol. Alexander suggests that Tansillo's texts set to music by Lassus can be read as an examination of conscience, advocated by post-Tridentine spirituality. Can these hypotheses be substantiated on the basis of Polifonia's analytical and heritage knowledge? 
   - Where does the work appear within the cycle? 
   - What do we know about this cycle and its place in Lassus' output? 
   - Which poetic text is set to music? 
   - Has this poetic text been set to music before?","['to-split', 'complex', 'hard']"
Sethus,1_ConflictingTheoreticalInterpretations,CQ4,"Apart from Lasso’s possible exegetical intentions, what does this work tell us about the status of the modes at this moment in the history of composition? 
   - Is the modal ambiguity observed here frequent in Lasso’s output? 
   - Do other works come close, in terms of their inner properties, to what is observed here? 
   - Is the ambiguity observed here specific to particular groups of works?","['to-split', 'complex', 'hard']"
Sethus,3_ConflictingAnalyticalAnnotations,CQ1,"To which modes Vide homo has been assigned to in Tonalities? Leonhard, Bernhard, Harold, Siegfried, Frans and Alexander relate the motet to the tonus peregrinus. Robert, however, considers the work to be written in the mixolydian mode.",['hard']
Sethus,3_ConflictingAnalyticalAnnotations,CQ2,"Are the criteria on which these interpretations are based true in the score and, if so, to what extent?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ3,What are the cadence points in the work?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ4,What are the part’s ranges?  Do they correspond to modal octaves?,['to-split']
Sethus,3_ConflictingAnalyticalAnnotations,CQ5,What is the final of the bassus?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ6,What is the last chord?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ7,Are there any melodic patterns related to modality?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ8,To what diatonic environment does the work belong to?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ9,What are the part’s clefs and keys?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ10,Are the theoretical models on which these criteria are based – for example the Zarlinian cadential scheme ^1-^3-^5 – in line with this work?,['hard']
Sethus,3_ConflictingAnalyticalAnnotations,CQ11,What is the tension between the expected theoretical criteria and their actual realisation in the work?,pass
Valeriana,1_DiscourseAnalysis,CQ1,What was Wagner's first performance in Bologna? On what date?,['to-split']
Valeriana,1_DiscourseAnalysis,CQ2,What was Verdi's first performance in Bologna? On what date?,['to-split']
Valeriana,1_DiscourseAnalysis,CQ3,Who were the public figures who participated in event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ4,Who were the musicians who participated in event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ5,Who talked about event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ6,In which works is event X recounted/traced?,pass
Valeriana,1_DiscourseAnalysis,CQ7,What were the critical reactions to event X (or Y)? Are them positives?,['to-split']
Valeriana,2_Terminology,CQ1,CQ1)what are the meanings of the word 'vocality' in Italian (x)?,pass
Valeriana,2_Terminology,CQ2,CQ2)What are the meanings of the word 'vocality' in French (y)?,pass
Valeriana,2_Terminology,CQ3,CQ3) What are the meanings of the word 'vocality' in German (z)?,pass
Valeriana,2_Terminology,CQ4,CQ4) What are the meanings of the word 'vocality' in Spanish (h)?,pass
Valeriana,2_Terminology,CQ5,CQ5)How do the words x and y change over time?,pass
Valeriana,2_Terminology,CQ6,"CQ6)What contexts are the word x, y, z, h related to?",pass
Valeriana,2_Terminology,CQ7,CQ7) How do these contexts change over time?,pass
Amy,2_OrganBuilders,CQ1,"Search organs with the possibility to combine searches, based on various features.",['incomplete']
Amy,2_OrganBuilders,CQ7,Where can more information be found about a specific organ/organ builder/time period/location/etc.? / Which literature or resources contain information about a specific organ/organ builder/time period/location/etc.?,"['to-split', 'hard']"
Amy,2_OrganBuilders,CQ8,Which organ builders worked on whose (original organ builder’s) organs?,pass
Amy,1_OrganTrends,CQ1,"Search organs with the possibility to combine searches, based on various features.",['incomplete']
Amy,1_OrganTrends,CQ2,Is XX fact reliable? What are the sources of XX fact?,['to-split']
Amy,1_OrganTrends,CQ3,What is left from the original organs built by XX organ builder? Where are these original components now?,['to-split']
Amy,1_OrganTrends,CQ4,Which changes have been made to the original organs? When were these changes made? Who made the changes? To what degree are the organs (or components of organs) in their original state?,"['to-split', 'hard']"
Amy,1_OrganTrends,CQ5,What are the arthistorical features of the front of the organ? In which style is the organ built?,['to-split']
Amy,1_OrganTrends,CQ6,When (and why) was the organ moved? Where was the organ placed originally?,['to-split']
Amy,1_OrganTrends,CQ7,Where can more information be found about a specific organ/organ builder/time period/location/etc.? / Which literature or resources contain information about a specific organ/organ builder/time period/location/etc.?,"['to-split', 'hard']"
Amy,1_OrganTrends,CQ8,What are longitudinal changes of certain characteristics of organs or organ builders?,pass
Amy,1_OrganTrends,CQ9,"What are geographically distinct features? (e.g., in what differ 17th century Southern German organs from 17th century Spanish organs?).","['to-split', 'hard']"
David,1_MusicHistorian,CQ1,What music was being played?,pass
David,1_MusicHistorian,CQ2,Who was listening to the music?,pass
David,1_MusicHistorian,CQ3,How did the instruments used change over time?,pass
David,1_MusicHistorian,CQ4,What was source of money – e.g. for instruments?,pass
David,1_MusicHistorian,CQ5,Where were the musicians coming from?,pass
David,1_MusicHistorian,CQ6,Who were teaching the musicians?,pass
David,1_MusicHistorian,CQ7,Where were the places (in which they played)?,pass
David,1_MusicHistorian,CQ8,How were instruments sold?,pass
David,1_MusicHistorian,CQ9,What was the sales pitch?,pass
David,1_MusicHistorian,CQ10,How does the world of brass bands connect with that of elite music?,pass
David,1_MusicHistorian,CQ11,"What did people ‘make of’, how  did they react to, e.g. music?",pass
David,1_MusicHistorian,CQ12,"Who was the author of a piece of music?
e.g. can we identify it by its incipit?",['to-split']
David,1_MusicHistorian,CQ13,What was the country of origin of a piece of music?,pass
David,1_MusicHistorian,CQ14,"What is the cause of a change, e.g. increasing number of concerts over time?",pass
Ralph,1_WordsAndMusic,CQ1,Who is the poet (librettist) associated with a text?,pass
Ralph,1_WordsAndMusic,CQ2,What is the emotion represented by a portion of text (~140 categories)?,pass
Ralph,1_WordsAndMusic,CQ3,"How do libretto and music relate, e.g. in describing an emotion?",pass
Ralph,1_WordsAndMusic,CQ4,"How does the presentation (text and music) of a work, e.g. an operatic aria, change over time, and depending on the artist?",['hard']
Ralph,1_WordsAndMusic,CQ5,"How have the music and libretto been influenced by the historical, e.g. social, political and cultural, environment?",pass
Ralph,1_WordsAndMusic,CQ6,How can one describe and classify a scenario?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ1,Where is the Bell Tower?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ2,What kind of execution characterizes that bell tower?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ3,Are there formalized collective actors who carry out sound practices?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ4,Are there formalized transmission methods that characterize the acquisition of skills related to the bell practice?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ5,Which age groups do the transmission practices involve?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ6,Do transmission practices involve both men and women?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ7,Do transmission practices include the organization of public events?,pass
